Ticker,,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Average Dilution Earnings,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Gain On Sale Of Ppe,Gain On Sale Of Business,Impairment Of Capital Assets,Earnings From Equity Interest,Gain On Sale Of Security,Other Operating Expenses,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,General And Administrative Expense,Other Gand A,Salaries And Wages,Other Special Charges,Write Off,Selling And Marketing Expense,Earnings From Equity Interest Net Of Tax,Preferred Stock Dividends,Net Income Discontinuous Operations,Total Other Finance Cost,Occupancy And Equipment,Professional Expense And Contract Services Expense,Other Non Interest Expense,Other Taxes
LLY,2021-12-31,-140848500.0,0.093,9557400000.0,-1514500000.0,-1514500000.0,5581700000.0,1547600000.0,7312800000.0,8042900000.0,6495300000.0,-314400000.0,339800000.0,25400000.0,6955351500.0,5581700000.0,20675100000.0,,,953653000.0,953653000.0,5.852967,5.852967,5581700000.0,,5581700000.0,,5581700000.0,,5581700000.0,5581700000.0,573800000.0,6155500000.0,-1173400000.0,341100000.0,-1691400000.0,983100000.0,-314400000.0,339800000.0,25400000.0,7643300000.0,13362300000.0,6930700000.0,6431600000.0,21005600000.0,7312800000.0,28318400000.0,28318400000.0,,0.0,236100000.0,,176900000.0,,,,,,6431600000.0,6431600000.0,-289700000.0,405200000.0,67000000.0,,,,0.0,,,,,
JPM,2025-12-31,,,,,,,,,,,,,,,,,,,2781500000.0,2776500000.0,20.02,20.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPM,2024-12-31,1293071000.0,0.221,,5851000000.0,5851000000.0,58471000000.0,7938000000.0,,,,92583000000.0,101350000000.0,193933000000.0,53913071000.0,58471000000.0,,,,2879000000.0,2873900000.0,19.75,19.79,56868000000.0,,56868000000.0,344000000.0,58471000000.0,,58471000000.0,58471000000.0,16610000000.0,75081000000.0,,,5851000000.0,674000000.0,,,,,,,56331000000.0,,,169439000000.0,169439000000.0,,,,,-1045000000.0,,,,,,51357000000.0,,51357000000.0,-6525000000.0,,4974000000.0,,1259000000.0,,,14857000000.0,11057000000.0,7310000000.0,
JPM,2023-12-31,-447272000.0,0.196,,-2282000000.0,-2282000000.0,49552000000.0,7512000000.0,,,,89267000000.0,81321000000.0,170588000000.0,51386728000.0,49552000000.0,,,,2943100000.0,2938600000.0,16.23,16.25,47760000000.0,,47760000000.0,291000000.0,49552000000.0,,49552000000.0,49552000000.0,12060000000.0,61612000000.0,,,-2282000000.0,-2054000000.0,,,,,,,51056000000.0,,,154952000000.0,154952000000.0,,,,,-3218000000.0,,,,,,46465000000.0,,46465000000.0,4336000000.0,,4591000000.0,,1501000000.0,,,13836000000.0,10235000000.0,6649000000.0,
JPM,2022-12-31,119232000.0,0.184,,648000000.0,648000000.0,37676000000.0,7051000000.0,,,,66710000000.0,26097000000.0,92807000000.0,37147232000.0,37676000000.0,,,,2970000000.0,2965800000.0,12.09,12.1,35892000000.0,,35892000000.0,189000000.0,37676000000.0,,37676000000.0,37676000000.0,8490000000.0,46166000000.0,,,648000000.0,0.0,,,,,,,45547000000.0,,,127727000000.0,127727000000.0,,,,,-2434000000.0,,,,,,41636000000.0,,41636000000.0,-648000000.0,,3911000000.0,,1595000000.0,,,14054000000.0,10174000000.0,6099000000.0,
JPM,2021-12-31,-80514000.0,0.189,,-426000000.0,-426000000.0,48334000000.0,7932000000.0,,,,52311000000.0,5553000000.0,57864000000.0,48679486000.0,48334000000.0,,,,,,,,46503000000.0,,46503000000.0,231000000.0,48334000000.0,,48334000000.0,48334000000.0,11228000000.0,59562000000.0,,,-426000000.0,0.0,,,,,,,41603000000.0,,,121685000000.0,121685000000.0,,,,,-309000000.0,,,,,,38567000000.0,,38567000000.0,426000000.0,,3036000000.0,,1600000000.0,,,14457000000.0,9814000000.0,5043000000.0,
V,2025-09-30,-303096966.189964,0.170951,27776000000.0,-1773000000.0,-1773000000.0,20058000000.0,1220000000.0,7855000000.0,26003000000.0,24783000000.0,-589000000.0,589000000.0,,21527903033.810036,20058000000.0,13444000000.0,,23994000000.0,2196000000.0,1944000000.0,10.2,10.22,19853000000.0,,19853000000.0,205000000.0,20058000000.0,,20058000000.0,20058000000.0,4136000000.0,24194000000.0,-1773000000.0,,-2562000000.0,,-589000000.0,589000000.0,,26556000000.0,5589000000.0,,4369000000.0,32145000000.0,7855000000.0,40000000000.0,51698000000.0,,,,,789000000.0,,1220000000.0,1220000000.0,,,2685000000.0,2685000000.0,,2562000000.0,,1684000000.0,,,,,,,,
V,2024-09-30,87242849.974912,0.174486,25091000000.0,500000000.0,500000000.0,19743000000.0,1034000000.0,7042000000.0,25591000000.0,24557000000.0,-641000000.0,641000000.0,,19330242849.97491,19743000000.0,11869000000.0,,23595000000.0,2405000000.0,1997000000.0,9.73,9.74,19457000000.0,,19457000000.0,286000000.0,19743000000.0,,19743000000.0,19743000000.0,4173000000.0,23916000000.0,500000000.0,,-462000000.0,,-641000000.0,641000000.0,,24057000000.0,4827000000.0,,3793000000.0,28884000000.0,7042000000.0,35926000000.0,46493000000.0,,,,,962000000.0,,1034000000.0,1034000000.0,,,2233000000.0,2233000000.0,,462000000.0,,1560000000.0,,,,,,,,
V,2023-09-30,-44034000.0,0.179,22870000000.0,-246000000.0,-246000000.0,17273000000.0,943000000.0,6567000000.0,22624000000.0,21681000000.0,-644000000.0,644000000.0,,17474966000.0,17273000000.0,10726000000.0,,21000000000.0,2507000000.0,2040000000.0,8.28,8.29,16989000000.0,,16989000000.0,284000000.0,17273000000.0,,17273000000.0,17273000000.0,3764000000.0,21037000000.0,-246000000.0,,-927000000.0,,-644000000.0,644000000.0,,21927000000.0,4159000000.0,,3216000000.0,26086000000.0,6567000000.0,32653000000.0,42471000000.0,,,,,681000000.0,,943000000.0,943000000.0,,,1875000000.0,1875000000.0,,927000000.0,,1341000000.0,,,,,,,,
V,2022-09-30,-176225000.0,0.175,20542000000.0,-1007000000.0,-1007000000.0,14957000000.0,861000000.0,5733000000.0,19535000000.0,18674000000.0,-538000000.0,538000000.0,,15787775000.0,14957000000.0,9629000000.0,,18813000000.0,2558000000.0,2073000000.0,7.0,7.01,14630000000.0,,14630000000.0,327000000.0,14957000000.0,,14957000000.0,14957000000.0,3179000000.0,18136000000.0,-1007000000.0,,-868000000.0,,-538000000.0,538000000.0,,19681000000.0,3896000000.0,,3035000000.0,23577000000.0,5733000000.0,29310000000.0,37614000000.0,,,,,-139000000.0,,861000000.0,861000000.0,,,1699000000.0,1699000000.0,,868000000.0,,1336000000.0,,,,,,,,
MA,2024-12-31,-69732000.0,0.156,17244000000.0,-447000000.0,-447000000.0,12874000000.0,897000000.0,6673000000.0,16797000000.0,15900000000.0,-646000000.0,646000000.0,,13251268000.0,12874000000.0,11840000000.0,,15582000000.0,927000000.0,925000000.0,13.89,13.91,12874000000.0,,12874000000.0,,12874000000.0,,12874000000.0,12874000000.0,2380000000.0,15254000000.0,-427000000.0,20000000.0,-680000000.0,,-646000000.0,646000000.0,,16327000000.0,5167000000.0,,4270000000.0,21494000000.0,6673000000.0,28167000000.0,28167000000.0,,,,,233000000.0,,897000000.0,897000000.0,,,3455000000.0,3455000000.0,,680000000.0,,815000000.0,,,,,,,,
MA,2023-12-31,-73211000.0,0.179,15422000000.0,-409000000.0,-409000000.0,11195000000.0,799000000.0,6022000000.0,15013000000.0,14214000000.0,-575000000.0,575000000.0,,11530789000.0,11195000000.0,10468000000.0,,14008000000.0,946000000.0,944000000.0,11.83,11.86,11195000000.0,,11195000000.0,,11195000000.0,,11195000000.0,11195000000.0,2444000000.0,13639000000.0,-416000000.0,-7000000.0,-539000000.0,,-575000000.0,575000000.0,,14630000000.0,4446000000.0,,3647000000.0,19076000000.0,6022000000.0,25098000000.0,25098000000.0,,,,,130000000.0,,799000000.0,799000000.0,,,2822000000.0,2822000000.0,,539000000.0,,825000000.0,,,,,,,,
MA,2022-12-31,-83468000.0,0.154,13495000000.0,-542000000.0,-542000000.0,9930000000.0,750000000.0,5263000000.0,12953000000.0,12203000000.0,-471000000.0,471000000.0,,10388532000.0,9930000000.0,9515000000.0,,12264000000.0,971000000.0,968000000.0,10.22,10.26,9930000000.0,,9930000000.0,,9930000000.0,,9930000000.0,9930000000.0,1802000000.0,11732000000.0,-519000000.0,23000000.0,-356000000.0,,-471000000.0,471000000.0,,12722000000.0,4252000000.0,,3502000000.0,16974000000.0,5263000000.0,22237000000.0,22237000000.0,,,,,-186000000.0,,750000000.0,750000000.0,,,2713000000.0,2713000000.0,,356000000.0,,789000000.0,,,,,,,,
MA,2021-12-31,80227000.0,0.157,10953000000.0,511000000.0,511000000.0,8687000000.0,726000000.0,4489000000.0,11464000000.0,10738000000.0,-431000000.0,431000000.0,,8256227000.0,8687000000.0,8657000000.0,,10082000000.0,992000000.0,988000000.0,8.76,8.79,8687000000.0,,8687000000.0,,8687000000.0,,8687000000.0,8687000000.0,1620000000.0,10307000000.0,511000000.0,,-94000000.0,,-431000000.0,431000000.0,,10227000000.0,4168000000.0,,3442000000.0,14395000000.0,4489000000.0,18884000000.0,18884000000.0,,,,,605000000.0,,726000000.0,726000000.0,,,2547000000.0,2547000000.0,,94000000.0,,895000000.0,,,,,,,,
MU,2025-08-31,-19720000.0,0.116,18653000000.0,-170000000.0,-170000000.0,8539000000.0,8352000000.0,22505000000.0,18483000000.0,10131000000.0,19000000.0,477000000.0,496000000.0,8689280000.0,8539000000.0,27569000000.0,,9770000000.0,1125000000.0,1116000000.0,7.59,7.65,8539000000.0,,8539000000.0,,8539000000.0,,8539000000.0,8539000000.0,1124000000.0,9654000000.0,-174000000.0,-4000000.0,-98000000.0,30000000.0,19000000.0,477000000.0,496000000.0,9809000000.0,5064000000.0,3798000000.0,1205000000.0,14873000000.0,22505000000.0,37378000000.0,37378000000.0,,,0.0,,-72000000.0,61000000.0,,,,,,,,59000000.0,9000000.0,,9000000.0,,,,,,,
MU,2024-08-31,-5460000.0,0.364,9597000000.0,-15000000.0,-15000000.0,778000000.0,7780000000.0,19498000000.0,9582000000.0,1802000000.0,-33000000.0,562000000.0,529000000.0,787540000.0,778000000.0,23806000000.0,,1304000000.0,1118000000.0,1105000000.0,0.7,0.7,778000000.0,,778000000.0,,778000000.0,,778000000.0,778000000.0,451000000.0,1240000000.0,-32000000.0,-17000000.0,-2000000.0,1000000.0,-33000000.0,562000000.0,529000000.0,1305000000.0,4308000000.0,3430000000.0,1129000000.0,5613000000.0,19498000000.0,25111000000.0,25111000000.0,59000000.0,,0.0,,,-251000000.0,,,,,,,,,0.0,,-11000000.0,,,,,,,
MU,2023-08-31,-69300000.0,0.21,2816000000.0,-330000000.0,-330000000.0,-5833000000.0,7756000000.0,16956000000.0,2486000000.0,-5270000000.0,80000000.0,388000000.0,468000000.0,-5572300000.0,-5833000000.0,20945000000.0,,-5745000000.0,1093000000.0,1093000000.0,-5.34,-5.34,-5833000000.0,,-5833000000.0,,-5833000000.0,,-5833000000.0,-5833000000.0,177000000.0,-5658000000.0,-333000000.0,-3000000.0,-340000000.0,157000000.0,80000000.0,388000000.0,468000000.0,-5405000000.0,3989000000.0,3114000000.0,920000000.0,-1416000000.0,16956000000.0,15540000000.0,15540000000.0,54000000.0,,101000000.0,,10000000.0,-45000000.0,,,,,,,,68000000.0,14000000.0,,2000000.0,,,,,,,
MU,2022-08-31,-5952000.0,0.093,16940000000.0,-64000000.0,-64000000.0,8687000000.0,7116000000.0,16860000000.0,16876000000.0,9760000000.0,-93000000.0,189000000.0,96000000.0,8745048000.0,8687000000.0,21049000000.0,,9702000000.0,1122000000.0,1112000000.0,7.75,7.81,8687000000.0,0.0,8687000000.0,,8687000000.0,0.0,8687000000.0,8687000000.0,888000000.0,9571000000.0,-45000000.0,19000000.0,-90000000.0,-15000000.0,-93000000.0,189000000.0,96000000.0,9709000000.0,4189000000.0,3116000000.0,1066000000.0,13898000000.0,16860000000.0,30758000000.0,30758000000.0,41000000.0,,0.0,,26000000.0,7000000.0,,,,,,,,83000000.0,63000000.0,,4000000.0,,,,,,,
MU,2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,24000000.0,,,,82000000.0,,,,,,,,,1000000.0,,,,,,,,,,
ORCL,2025-05-31,-96679000.0,0.121,24711000000.0,-799000000.0,-799000000.0,12443000000.0,6174000000.0,13060000000.0,23912000000.0,17738000000.0,-3000000000.0,3578000000.0,578000000.0,13145321000.0,12443000000.0,39347000000.0,,17678000000.0,2866000000.0,2789000000.0,4.34,4.46,12443000000.0,,12443000000.0,,12443000000.0,,12443000000.0,12443000000.0,1717000000.0,14160000000.0,-892000000.0,91000000.0,-374000000.0,374000000.0,-3000000000.0,3578000000.0,578000000.0,18052000000.0,22420000000.0,9860000000.0,10253000000.0,40472000000.0,16927000000.0,57399000000.0,57399000000.0,,,,-184000000.0,-425000000.0,,2307000000.0,2307000000.0,2307000000.0,2307000000.0,1602000000.0,1602000000.0,,,,8651000000.0,,,,,,,,
ORCL,2024-05-31,-136141000.0,0.109,22643000000.0,-1249000000.0,-1249000000.0,10467000000.0,6139000000.0,12014000000.0,21394000000.0,15255000000.0,-3063000000.0,3514000000.0,451000000.0,11579859000.0,10467000000.0,36890000000.0,,15353000000.0,2823000000.0,2744000000.0,3.71,3.82,10467000000.0,,10467000000.0,,10467000000.0,,10467000000.0,10467000000.0,1274000000.0,11741000000.0,-1267000000.0,168000000.0,-718000000.0,718000000.0,-3063000000.0,3514000000.0,451000000.0,16071000000.0,21747000000.0,8915000000.0,9822000000.0,37818000000.0,15143000000.0,52961000000.0,52961000000.0,,,,-186000000.0,-531000000.0,,3010000000.0,3010000000.0,3010000000.0,3010000000.0,1548000000.0,1548000000.0,,,,8274000000.0,,,,,,,,
ORCL,2023-05-31,-85408000.0,0.068,19995000000.0,-1256000000.0,-1256000000.0,8503000000.0,6108000000.0,11038000000.0,18739000000.0,12631000000.0,-3220000000.0,3505000000.0,285000000.0,9673592000.0,8503000000.0,36181000000.0,,13093000000.0,2766000000.0,2696000000.0,3.07,3.15,8503000000.0,,8503000000.0,,8503000000.0,,8503000000.0,8503000000.0,623000000.0,9126000000.0,-1427000000.0,-6000000.0,-680000000.0,680000000.0,-3220000000.0,3505000000.0,285000000.0,13773000000.0,22617000000.0,8623000000.0,10412000000.0,36390000000.0,13564000000.0,49954000000.0,49954000000.0,,,,-165000000.0,-576000000.0,103000000.0,3582000000.0,3582000000.0,3582000000.0,3582000000.0,1579000000.0,1579000000.0,,,,8833000000.0,,,,,,,,
ORCL,2022-05-31,-640500000.0,0.122,18776000000.0,-5250000000.0,-5250000000.0,6717000000.0,3122000000.0,6905000000.0,13526000000.0,10404000000.0,-2661000000.0,2755000000.0,94000000.0,11326500000.0,6717000000.0,26610000000.0,,10926000000.0,2786000000.0,2700000000.0,2.41,2.49,6717000000.0,,6717000000.0,,6717000000.0,,6717000000.0,6717000000.0,932000000.0,7649000000.0,-5520000000.0,-86000000.0,-4904000000.0,4904000000.0,-2661000000.0,2755000000.0,94000000.0,15830000000.0,17733000000.0,7219000000.0,9364000000.0,33563000000.0,8877000000.0,42440000000.0,42440000000.0,,,,-184000000.0,-346000000.0,4694000000.0,1150000000.0,1150000000.0,1150000000.0,1150000000.0,1317000000.0,1317000000.0,,,,8047000000.0,,,,,,,,
ORCL,2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129000000.0,,,,,,,136000000.0,,,,,,,,,,,
COST,2025-08-31,21084000.0,0.251,13314000000.0,84000000.0,84000000.0,8099000000.0,2426000000.0,239886000000.0,13398000000.0,10972000000.0,351000000.0,154000000.0,505000000.0,8036084000.0,8099000000.0,264852000000.0,,10383000000.0,444803000.0,443985000.0,18.21,18.24,8099000000.0,,8099000000.0,,8099000000.0,,8099000000.0,8099000000.0,2719000000.0,10818000000.0,84000000.0,,,,351000000.0,154000000.0,505000000.0,10383000000.0,24966000000.0,,24966000000.0,35349000000.0,239886000000.0,275235000000.0,275235000000.0,,,,,84000000.0,,,,,,,,,,,,,,,,,,,
COST,2024-08-31,6344000.0,0.244,12120000000.0,26000000.0,26000000.0,7367000000.0,2237000000.0,222358000000.0,12146000000.0,9909000000.0,429000000.0,169000000.0,533000000.0,7347344000.0,7367000000.0,245168000000.0,,9285000000.0,444759000.0,443914000.0,16.56,16.59,7367000000.0,,7367000000.0,,7367000000.0,0.0,7367000000.0,7367000000.0,2373000000.0,9740000000.0,26000000.0,,,,429000000.0,169000000.0,533000000.0,9285000000.0,22810000000.0,,22810000000.0,32095000000.0,222358000000.0,254453000000.0,254453000000.0,,,,,26000000.0,,,,,,,,,,,,,,,-65000000.0,,,,
COST,2023-08-31,7511000.0,0.259,10695000000.0,29000000.0,29000000.0,6292000000.0,2077000000.0,212586000000.0,10724000000.0,8647000000.0,344000000.0,160000000.0,470000000.0,6270511000.0,6292000000.0,234176000000.0,,8114000000.0,444452000.0,443854000.0,14.16,14.18,6292000000.0,,6292000000.0,,6292000000.0,0.0,6292000000.0,6292000000.0,2195000000.0,8487000000.0,29000000.0,,,,344000000.0,160000000.0,470000000.0,8114000000.0,21590000000.0,,21590000000.0,29704000000.0,212586000000.0,242290000000.0,242290000000.0,,,,,29000000.0,,,,,,,,,,,,,,,-34000000.0,,,,
COST,2022-08-31,26076000.0,0.246,9792000000.0,106000000.0,106000000.0,5844000000.0,1900000000.0,199382000000.0,9898000000.0,7998000000.0,-59000000.0,158000000.0,61000000.0,5764076000.0,5844000000.0,219161000000.0,,7793000000.0,444757000.0,443651000.0,13.14,13.17,5844000000.0,,5844000000.0,,5844000000.0,-71000000.0,5915000000.0,5915000000.0,1925000000.0,7840000000.0,106000000.0,38000000.0,,,-59000000.0,158000000.0,61000000.0,7793000000.0,19779000000.0,,19779000000.0,27572000000.0,199382000000.0,226954000000.0,226954000000.0,,,,,106000000.0,,,,,,,,,,,,,,,-38000000.0,,,,
COST,2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72000000.0,,,,,,46000000.0,,,,,,,,,,,,,,,,,,,76000000.0,,,,,,,,,,,,,,-46000000.0,,,,
ABBV,2024-12-31,-583380000.0,0.21,17688000000.0,-2778000000.0,-2778000000.0,4278000000.0,8386000000.0,16904000000.0,14910000000.0,6524000000.0,-2160000000.0,2808000000.0,648000000.0,6472620000.0,4278000000.0,44440000000.0,,9137000000.0,1773000000.0,1765256986.0,2.39,2.423443,4238000000.0,,4238000000.0,40000000.0,4278000000.0,-8000000.0,4286000000.0,4286000000.0,-570000000.0,3716000000.0,-6018000000.0,-3240000000.0,-2757000000.0,,-2160000000.0,2808000000.0,648000000.0,11894000000.0,27536000000.0,12791000000.0,14752000000.0,39430000000.0,16904000000.0,56334000000.0,56334000000.0,,,,,-21000000.0,-7000000.0,,,,,,,,2757000000.0,,,,,,,,,,
ABBV,2023-12-31,-203280000.0,0.22,18096000000.0,-924000000.0,-924000000.0,4863000000.0,8698000000.0,20415000000.0,17172000000.0,8474000000.0,-1684000000.0,2224000000.0,540000000.0,5583720000.0,4863000000.0,40783000000.0,,12757000000.0,1773000000.0,1765940733.0,2.72,2.753773,4820000000.0,,4820000000.0,43000000.0,4863000000.0,-10000000.0,4873000000.0,4873000000.0,1377000000.0,6250000000.0,-5601000000.0,-4677000000.0,-778000000.0,,-1684000000.0,2224000000.0,540000000.0,13535000000.0,20368000000.0,7675000000.0,12872000000.0,33903000000.0,20415000000.0,54318000000.0,54318000000.0,,,,,-146000000.0,-179000000.0,,,,,,,,778000000.0,,,,,,,,,,
ABBV,2022-12-31,-102245000.0,0.121,25019000000.0,-845000000.0,-845000000.0,11836000000.0,8467000000.0,17414000000.0,24174000000.0,15707000000.0,-2044000000.0,2230000000.0,186000000.0,12578755000.0,11836000000.0,39240000000.0,,18117000000.0,1778000000.0,1769181294.0,6.63,6.6901,11782000000.0,,11782000000.0,54000000.0,11836000000.0,-9000000.0,11845000000.0,11845000000.0,1632000000.0,13477000000.0,-3293000000.0,-2448000000.0,-697000000.0,,-2044000000.0,2230000000.0,186000000.0,18814000000.0,21826000000.0,6510000000.0,15260000000.0,40640000000.0,17414000000.0,58054000000.0,58054000000.0,,,,,-148000000.0,56000000.0,,,,,,,,697000000.0,,,,,,,,,,
ABBV,2021-12-31,-5661000.0,0.111,23984000000.0,-51000000.0,-51000000.0,11542000000.0,8521000000.0,17446000000.0,23933000000.0,15412000000.0,-2384000000.0,2423000000.0,39000000.0,11587339000.0,11542000000.0,38273000000.0,,17924000000.0,1777000000.0,1768337696.0,6.45,6.527034,11468000000.0,,11468000000.0,74000000.0,11542000000.0,-7000000.0,11549000000.0,11549000000.0,1440000000.0,12989000000.0,-2551000000.0,-2500000000.0,-1124000000.0,,-2384000000.0,2423000000.0,39000000.0,17924000000.0,20827000000.0,8046000000.0,12349000000.0,38751000000.0,17446000000.0,56197000000.0,56197000000.0,,,,,-51000000.0,432000000.0,,,,,,,,1124000000.0,,,,,,,,,,
AMD,2024-12-31,-35340000.0,0.19,5444000000.0,-186000000.0,-186000000.0,1641000000.0,3177000000.0,11331000000.0,5258000000.0,2081000000.0,90000000.0,92000000.0,182000000.0,1791660000.0,1641000000.0,23699000000.0,,1900000000.0,1637000000.0,1620000000.0,1.0,1.01,1641000000.0,,1641000000.0,,1641000000.0,,1641000000.0,1641000000.0,381000000.0,1989000000.0,-187000000.0,-3000000.0,-186000000.0,186000000.0,90000000.0,92000000.0,182000000.0,2086000000.0,10639000000.0,6456000000.0,2783000000.0,12725000000.0,13060000000.0,25785000000.0,25785000000.0,,,,2000000.0,,-48000000.0,1448000000.0,1448000000.0,1448000000.0,1448000000.0,,,,,,,33000000.0,,,,,,,
AMD,2023-12-31,0.0,0.21,4149000000.0,0.0,0.0,854000000.0,3551000000.0,10538000000.0,4149000000.0,598000000.0,100000000.0,106000000.0,206000000.0,854000000.0,854000000.0,22279000000.0,,401000000.0,1625000000.0,1614000000.0,0.53,0.53,854000000.0,,854000000.0,,854000000.0,,854000000.0,854000000.0,-346000000.0,492000000.0,-9000000.0,-8000000.0,0.0,0.0,100000000.0,106000000.0,206000000.0,401000000.0,10059000000.0,5872000000.0,2352000000.0,10460000000.0,12220000000.0,22680000000.0,22680000000.0,,,,-1000000.0,,-34000000.0,1869000000.0,1869000000.0,1869000000.0,1869000000.0,,,,,,,16000000.0,,,,,,,
AMD,2022-12-31,0.0,0.21,5534000000.0,0.0,0.0,1320000000.0,4262000000.0,10836000000.0,5534000000.0,1272000000.0,-23000000.0,88000000.0,65000000.0,1320000000.0,1320000000.0,22337000000.0,,1264000000.0,1571000000.0,1561000000.0,0.84,0.85,1320000000.0,0.0,1320000000.0,,1320000000.0,,1320000000.0,1320000000.0,-122000000.0,1184000000.0,-57000000.0,5000000.0,0.0,0.0,-23000000.0,88000000.0,65000000.0,1264000000.0,9339000000.0,5005000000.0,2336000000.0,10603000000.0,12998000000.0,23601000000.0,23601000000.0,,,,-62000000.0,,-102000000.0,2100000000.0,2100000000.0,2100000000.0,2100000000.0,,,,,,,14000000.0,,,,,,,
AMD,2021-12-31,-978740.801308,0.13982,4173000000.0,-7000000.0,-7000000.0,3162000000.0,463000000.0,8042000000.0,4166000000.0,3703000000.0,-26000000.0,34000000.0,8000000.0,3168021259.198692,3162000000.0,12786000000.0,,3648000000.0,1229000000.0,1213000000.0,2.57,2.61,3162000000.0,0.0,3162000000.0,,3162000000.0,,3162000000.0,3162000000.0,513000000.0,3669000000.0,47000000.0,-2000000.0,-7000000.0,,-26000000.0,34000000.0,8000000.0,3648000000.0,4281000000.0,2845000000.0,1448000000.0,7929000000.0,8505000000.0,16434000000.0,16434000000.0,,,,56000000.0,,-12000000.0,0.0,0.0,0.0,0.0,,,,7000000.0,,,6000000.0,,,,,,,
BAC,2025-12-31,,,,,,,,,,,,,,,,,,,7680900000.0,7521900000.0,3.81,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAC,2024-12-31,0.0,0.073,,,,27132000000.0,2189000000.0,,,,56060000000.0,90547000000.0,146607000000.0,27132000000.0,27132000000.0,,,,7935800000.0,7855500000.0,3.21,3.25,25503000000.0,,25503000000.0,,27132000000.0,,27132000000.0,27132000000.0,2122000000.0,29254000000.0,,,,,,,,,,,49623000000.0,,,101887000000.0,101887000000.0,,,,,0.0,,,,,,44173000000.0,3991000000.0,40182000000.0,,,5450000000.0,,1629000000.0,,,7289000000.0,2669000000.0,7231000000.0,
BAC,2023-12-31,-134400000.0,0.064,,-2100000000.0,-2100000000.0,26515000000.0,2057000000.0,,,,56931000000.0,73331000000.0,130262000000.0,28480600000.0,26515000000.0,,,,8080500000.0,8028600000.0,3.08,3.1,24866000000.0,,24866000000.0,,26515000000.0,,26515000000.0,26515000000.0,1827000000.0,28342000000.0,,,-2100000000.0,,,,,,,,47715000000.0,,,98581000000.0,98581000000.0,,,,,0.0,,,,,,42180000000.0,3850000000.0,38330000000.0,2100000000.0,,5535000000.0,,1649000000.0,,,7164000000.0,2159000000.0,6707000000.0,
BAC,2022-12-31,0.0,0.111,,,,27528000000.0,1978000000.0,,,,52462000000.0,20103000000.0,72565000000.0,27528000000.0,27528000000.0,,,,8167500000.0,8113700000.0,3.19,3.21,26015000000.0,,26015000000.0,1513000000.0,27528000000.0,,27528000000.0,27528000000.0,3441000000.0,30969000000.0,,,,,,,,,,,45946000000.0,,,94950000000.0,94950000000.0,,,,,0.0,,,,,,40468000000.0,4021000000.0,36447000000.0,,,5478000000.0,,1513000000.0,,,7071000000.0,2142000000.0,6279000000.0,
BAC,2021-12-31,0.0,0.058806,,,,31978000000.0,1898000000.0,,,,42934000000.0,4738000000.0,47672000000.0,31978000000.0,31978000000.0,,,,,,,,30557000000.0,,30557000000.0,1421000000.0,31978000000.0,,31978000000.0,31978000000.0,1998000000.0,33976000000.0,,,,,,,,,,,45049000000.0,,,89113000000.0,89113000000.0,,,,,0.0,,,,,,39229000000.0,3089000000.0,36140000000.0,,,5820000000.0,,1421000000.0,,,7138000000.0,1775000000.0,5769000000.0,
PG,2025-06-30,0.0,0.203,23921000000.0,0.0,0.0,15974000000.0,2847000000.0,41164000000.0,23921000000.0,21074000000.0,-438000000.0,907000000.0,469000000.0,15974000000.0,15974000000.0,63833000000.0,,20451000000.0,2454400000.0,2394902549.0,6.51,6.67,15974000000.0,291000000.0,15682000000.0,,15974000000.0,-91000000.0,16065000000.0,16065000000.0,4102000000.0,20167000000.0,154000000.0,154000000.0,0.0,,-438000000.0,907000000.0,469000000.0,20451000000.0,22669000000.0,,22669000000.0,43120000000.0,41164000000.0,84284000000.0,84284000000.0,,,0.0,,,,,,,,,,,,,,,291000000.0,,,,,,
